amount,card_name,is_foil,is_pinned,set_id,set_code,collector_number,language,condition,comment
1,"Setessan Petitioner",0,0,"","","","","",""
1,"Setessan Training",0,0,"","","","","",""
2,"Settle the Score",0,0,"","","","","",""
1,"Sever the Bloodline",0,0,"","","","","",""
3,"Severed Strands",0,0,"","","","","",""
1,"Sevinne's Reclamation",0,0,"","","","","",""
1,"Sevinne, the Chronoclasm",0,0,"","","","","",""
1,"Sewer Nemesis",0,0,"","","","","",""
1,"Shade of Trokair",0,0,"","","","","",""
1,"Shadow Sliver",0,0,"","","","","",""
1,"Shadowmage Infiltrator",0,0,"","","","","",""
2,"Shadows of the Past",0,0,"","","","","",""
1,"Shaggy Camel",0,0,"","","","","",""
1,"Shalai, Voice of Plenty",0,0,"","","","","",""
1,"Shamanic Revelation",0,0,"","","","","",""
1,"Shamble Back",0,0,"","","","","",""
1,"Shambling Shell",0,0,"","","","","",""
1,"Shambling Suit",0,0,"","ELD","","","",""
1,"Shanna, Sisay's Legacy",0,0,"","","","","",""
1,"Shapers' Sanctuary",0,0,"","","","","",""
1,"Sharding Sphinx",0,0,"","","","","",""
1,"Shared Trauma",0,0,"","","","","",""
1,"Shatter the Sky",0,0,"","","","","",""
1,"Shattering Spree",0,0,"","","","","",""
1,"Shatterstorm",0,0,"","","","","",""
2,"Shed Weakness",0,0,"","","","","",""
1,"Shefet Dunes",0,0,"","","","","",""
1,"Shellephant",0,0,"","","","","",""
3,"Shield of the Avatar",0,0,"","","","","",""
2,"Shield of the Realm",0,0,"","","","","",""
1,"Shielded by Faith",0,0,"","","","","",""
2,"Shielding Plax",0,0,"","","","","",""
1,"Shifting Shadow",0,0,"","","","","",""
1,"Shimmer Dragon",0,0,"","ELD","","","",""
2,"Shimmering Grotto",0,0,"","","","","",""
1,"Shinechaser",0,0,"","ELD","","","",""
1,"Shinen of Life's Roar",0,0,"","","","","",""
1,"Shivan Dragon",0,0,"","","","","",""
1,"Shivan Sand-Mage",0,0,"","","","","",""
1,"Shoal Kraken",0,0,"","","","","",""
11,"Shock",0,0,"","","","","",""
1,"Shoulder to Shoulder",0,0,"","","","","",""
1,"Shriekdiver",0,0,"","","","","",""
2,"Shriekmaw",0,0,"","","","","",""
1,"Shrike Harpy",0,0,"","","","","",""
1,"Shrine of the Forsaken Gods",0,0,"","","","","",""
1,"Sickle Ripper",0,0,"","","","","",""
1,"Sidar Kondo of Jamuraa",0,0,"","","","","",""
1,"Side Quest",0,0,"","","","","",""
1,"Siege Dragon",0,0,"","","","","",""
1,"Siege Wurm",0,0,"","","","","",""
2,"Siege-Gang Commander",0,0,"","","","","",""
1,"Siegehorn Ceratops",0,0,"","","","","",""
1,"Sifter of Skulls",0,0,"","","","","",""
1,"Sigil Blessing",0,0,"","","","","",""
2,"Sigil of the Empty Throne",0,0,"","","","","",""
1,"Sigil of the Nayan Gods",0,0,"","","","","",""
1,"Sigil of the New Dawn",0,0,"","","","","",""
1,"Sigil of Valor",0,0,"","","","","",""
1,"Sigiled Starfish",0,0,"","","","","",""
1,"Sign in Blood",0,0,"","","","","",""
1,"Silence the Believers",0,0,"","","","","",""
1,"Silent Arbiter",0,0,"","","","","",""
2,"Silent Sentinel",0,0,"","","","","",""
1,"Silent Submersible",0,0,"","","","","",""
1,"Silent-Blade Oni",0,0,"","","","","",""
1,"Silumgar Assassin",0,0,"","","","","",""
1,"Silumgar, the Drifting Death",0,0,"","","","","",""
3,"Silverchase Fox",0,0,"","","","","",""
1,"Silverglade Pathfinder",0,0,"","","","","",""
1,"Simic Ascendancy",0,0,"","","","","",""
9,"Simic Growth Chamber",0,0,"","","","","",""
8,"Simic Guildgate",0,0,"","","","","",""
7,"Simic Signet",0,0,"","","","","",""
2,"Simic Sky Swallower",0,0,"","","","","",""
1,"Sin Collector",0,0,"","","","","",""
1,"Sin Prodder",0,0,"","","","","",""
1,"Sinew Sliver",0,0,"","","","","",""
1,"Singe-Mind Ogre",0,0,"","","","","",""
1,"Single Combat",0,0,"","","","","",""
1,"Sinister Concoction",0,0,"","","","","",""
1,"Siona, Captain of the Pyleas",0,0,"","","","","",""
1,"Sire of Insanity",0,0,"","","","","",""
2,"Siren Stormtamer",0,0,"","","","","",""
1,"Sisters of Stone Death",0,0,"","","","","",""
1,"Sixth Sense",0,0,"","","","","",""
1,"Skarrg Goliath",0,0,"","","","","",""
1,"Skarrg, the Rage Pits",0,0,"","","","","",""
3,"Skarrgan Firebird",0,0,"","","","","",""
1,"Skarrgan Pit-Skulk",0,0,"","","","","",""
3,"Skeletal Scrying",0,0,"","","","","",""
2,"Skeletal Vampire",0,0,"","","","","",""
1,"Skeleton Archer",0,0,"","","","","",""
1,"Skewer the Critics",0,0,"","","","","",""
1,"Skilled Animator",0,0,"","","","","",""
1,"Skinrender",0,0,"","","","","",""
1,"Skinthinner",0,0,"","","","","",""
1,"Skirk Drill Sergeant",0,0,"","","","","",""
1,"Skirk Fire Marshal",0,0,"","","","","",""
3,"Skirk Prospector",0,0,"","","","","",""
1,"Skitter Eel",0,0,"","","","","",""
1,"Skizzik",0,0,"","","","","",""
2,"Skola Grovedancer",0,0,"","","","","",""
1,"Skophos Maze-Warden",0,0,"","","","","",""
2,"Skull Rend",0,0,"","","","","",""
1,"Skull Saucer",0,0,"","","","","",""
1,"Skull Storm",0,0,"","","","","",""
1,"Skullbriar, the Walking Grave",0,0,"","","","","",""
5,"Skullclamp",0,0,"","","","","",""
2,"Skullwinder",0,0,"","","","","",""
1,"Sky Hussar",0,0,"","","","","",""
1,"Sky Spirit",0,0,"","","","","",""
2,"Sky Terror",0,0,"","","","","",""
1,"Sky Tether",0,0,"","","","","",""
1,"Sky Theater Strix",0,0,"","","","","",""
1,"Skybind",0,0,"","","","","",""
1,"Skyfire Phoenix",0,0,"","","","","",""
2,"Skyknight Legionnaire",0,0,"","","","","",""
1,"Skylasher",0,0,"","","","","",""
1,"Skyline Scout",0,0,"","","","","",""
1,"Skymarch Bloodletter",0,0,"","","","","",""
1,"Skymark Roc",0,0,"","","","","",""
2,"Skyrider Patrol",0,0,"","","","","",""
1,"Skyscanner",0,0,"","","","","",""
4,"Skyshroud Claim",0,0,"","","","","",""
1,"Skysnare Spider",0,0,"","","","","",""
1,"Skyward Eye Prophets",0,0,"","","","","",""
1,"Skywing Aven",0,0,"","","","","",""
1,"Skywise Teachings",0,0,"","","","","",""
1,"Slash of Talons",0,0,"","","","","",""
3,"Slaughter the Strong",0,0,"","","","","",""
1,"Slaughter-Priest of Mogis",0,0,"","","","","",""
1,"Slavering Nulls",0,0,"","","","","",""
1,"Slayer of the Wicked",0,0,"","","","","",""
1,"Slaying Mantis",0,0,"","","","","",""
1,"Sleep of the Dead",0,0,"","","","","",""
1,"Sleep Paralysis",0,0,"","","","","",""
1,"Sleight of Hand",0,0,"","","","","",""
2,"Slice in Twain",0,0,"","","","","",""
1,"Slime Molding",0,0,"","","","","",""
1,"Slimefoot, the Stowaway",0,0,"","","","","",""
2,"Slinn Voda, the Rising Deep",0,0,"","","","","",""
1,"Slippery Bogle",0,0,"","","","","",""
1,"Slippery Karst",0,0,"","","","","",""
1,"Slippery Scoundrel",0,0,"","","","","",""
1,"Slipstream Eel",0,0,"","","","","",""
1,"Sliver Hive",0,0,"","","","","",""
1,"Sliver Hivelord",0,0,"","","","","",""
1,"Sliver Overlord",0,0,"","","","","",""
1,"Sludge Crawler",0,0,"","","","","",""
1,"Sluiceway Scorpion",0,0,"","","","","",""
5,"Slum Reaper",0,0,"","","","","",""
1,"Sly Spy",0,0,"","","","","",""
1,"Smallpox",0,0,"","","","","",""
2,"Smelt",0,0,"","","","","",""
1,"Smite",0,0,"","","","","",""
4,"Smoldering Crater",0,0,"","","","","",""
1,"Smoldering Marsh",0,0,"","","","","",""
1,"Smothering Tithe",0,0,"","","","","",""
1,"Smothering Tithe",0,0,"","ELD","","","",""
1,"Snake Umbra",0,0,"","","","","",""
1,"Snapcaster Mage",0,0,"","","","","",""
1,"Snapsail Glider",0,0,"","","","","",""
1,"Snarespinner",0,0,"","","","","",""
1,"Snickering Squirrel",0,0,"","","","","",""
1,"Snubhorn Sentry",0,0,"","","","","",""
1,"Socketed Sprocketer",0,0,"","","","","",""
22,"Sol Ring",0,0,"","","","","",""
1,"Soldevi Digger",0,0,"","","","","",""
3,"Solemn Offering",0,0,"","","","","",""
3,"Solemn Simulacrum",0,0,"","","","","",""
2,"Solidarity of Heroes",0,0,"","","","","",""
1,"Somberwald Spider",0,0,"","","","","",""
3,"Song of Freyalise",0,0,"","","","","",""
1,"Song of the Worldsoul",0,0,"","","","","",""
1,"Songs of the Damned",0,0,"","","","","",""
2,"Sonic Assault",0,0,"","","","","",""
1,"Sootstoke Kindler",0,0,"","","","","",""
3,"Sorcerer's Wand",0,0,"","","","","",""
2,"Sorin's Thirst",0,0,"","","","","",""
2,"Sorin, Vengeful Bloodlord",0,0,"","","","","",""
1,"Soul Conduit",0,0,"","","","","",""
1,"Soul Foundry",0,0,"","","","","",""
2,"Soul of Innistrad",0,0,"","","","","",""
1,"Soul of New Phyrexia",0,0,"","","","","",""
1,"Soul of Zendikar",0,0,"","","","","",""
1,"Soul Salvage",0,0,"","","","","",""
1,"Soul Snare",0,0,"","","","","",""
1,"Soul Snuffers",0,0,"","","","","",""
1,"Soul Tithe",0,0,"","","","","",""
3,"Soul's Fire",0,0,"","","","","",""
1,"Soul-Guide Lantern",0,0,"","","","","",""
2,"Soul-Scar Mage",0,0,"","","","","",""
2,"Soulblade Corrupter",0,0,"","","","","",""
2,"Soulblade Renewer",0,0,"","","","","",""
1,"Soulblast",0,0,"","","","","",""
1,"Soulbright Flamekin",0,0,"","","","","",""
1,"Soulcatcher",0,0,"","","","","",""
1,"Soulflayer",0,0,"","","","","",""
1,"Soulreaper of Mogis",0,0,"","","","","",""
1,"Sovereign's Bite",0,0,"","","","","",""
1,"Sovereigns of Lost Alara",0,0,"","","","","",""
1,"Sower of Discord",0,0,"","","","","",""
1,"Sower of Temptation",0,0,"","","","","",""
2,"Spark Harvest",0,0,"","","","","",""
1,"Spark Jolt",0,0,"","","","","",""
1,"Spark of Creativity",0,0,"","","","","",""
1,"Spark Reaper",0,0,"","","","","",""
1,"Spark Trooper",0,0,"","","","","",""
2,"Sparkspitter",0,0,"","","","","",""
1,"Sparktongue Dragon",0,0,"","","","","",""
1,"Sparring Mummy",0,0,"","","","","",""
1,"Spawn of Mayhem",0,0,"","","","","",""
1,"Spawn of Rix Maadi",0,0,"","","","","",""
1,"Spawning Breath",0,0,"","","","","",""
1,"Spawning Grounds",0,0,"","","","","",""
1,"Spawnsire of Ulamog",0,0,"","","","","",""
1,"Spear of Heliod",0,0,"","","","","",""
1,"Spectral Grasp",0,0,"","","","","",""
1,"Spectral Reserves",0,0,"","","","","",""
4,"Spectral Searchlight",0,0,"","","","","",""
1,"Spectral Sliver",0,0,"","","","","",""
1,"Spell Crumple",0,0,"","","","","",""
6,"Spell Pierce",0,0,"","","","","",""
2,"Spell Snare",0,0,"","","","","",""
1,"Spell Suck",0,0,"","","","","",""
1,"Spellbound Dragon",0,0,"","","","","",""
1,"Spellgorger Weird",0,0,"","","","","",""
2,"Spellkeeper Weird",0,0,"","","","","",""
1,"Spellseeker",0,0,"","","","","",""
4,"Spellweaver Eternal",0,0,"","","","","",""
1,"Sphere of Safety",0,0,"","","","","",""
1,"Sphinx of Foresight",0,0,"","","","","",""
1,"Sphinx of Jwar Isle",0,0,"","","","","",""
1,"Sphinx of New Prahv",0,0,"","","","","",""
1,"Sphinx of Uthuun",0,0,"","","","","",""
2,"Sphinx's Insight",0,0,"","","","","",""
1,"Sphinx's Revelation",0,0,"","","","","",""
1,"Sphinx's Tutelage",0,0,"","","","","",""
3,"Spider Spawning",0,0,"","","","","",""
2,"Spider Umbra",0,0,"","","","","",""
1,"Spidery Grasp",0,0,"","","","","",""
1,"Spike Feeder",0,0,"","","","","",""
1,"Spike, Tournament Grinder",0,0,"","","","","",""
1,"Spikeshot Goblin",0,0,"","","","","",""
1,"Spin Engine",0,0,"","","","","",""
3,"Spinal Centipede",0,0,"","","","","",""
1,"Spine of Ish Sah",0,0,"","","","","",""
1,"Spinebiter",0,0,"","","","","",""
1,"Spinerock Knoll",0,0,"","","","","",""
1,"Spiraling Duelist",0,0,"","","","","",""
1,"Spire Barrage",0,0,"","","","","",""
1,"Spire Garden",0,0,"","","","","",""
1,"Spireside Infiltrator",0,0,"","","","","",""
2,"Spirit Cairn",0,0,"","","","","",""
1,"Spirit of the Labyrinth",0,0,"","","","","",""
1,"Spirit of the Spires",0,0,"","","","","",""
1,"Spiritmonger",0,0,"","","","","",""
1,"Spit Flame",0,0,"","","","","",""
1,"Spitebellows",0,0,"","","","","",""
1,"Spiteful Blow",0,0,"","","","","",""
1,"Spiteful Motives",0,0,"","","","","",""
1,"Spiteful Returned",0,0,"","","","","",""
1,"Spitting Image",0,0,"","","","","",""
2,"Splatter Thug",0,0,"","","","","",""
2,"Split Decision",0,0,"","","","","",""
1,"Split Screen",0,0,"","","","","",""
1,"Spontaneous Artist",0,0,"","","","","",""
1,"Spontaneous Combustion",0,0,"","","","","",""
1,"Spontaneous Mutation",0,0,"","","","","",""
2,"Spore Swarm",0,0,"","","","","",""
1,"Sporecrown Thallid",0,0,"","","","","",""
1,"Sporemound",0,0,"","","","","",""
2,"Spread the Sickness",0,0,"","","","","",""
2,"Sprouting Renewal",0,0,"","","","","",""
1,"Spy Eye",0,0,"","","","","",""
1,"Squee's Revenge",0,0,"","","","","",""
2,"Squee, Goblin Nabob",0,0,"","","","","",""
1,"Squee, the Immortal",0,0,"","","","","",""
1,"Squire's Devotion",0,0,"","","","","",""
1,"Squirrel Dealer",0,0,"","","","","",""
2,"Squirrel Nest",0,0,"","","","","",""
1,"Squirrel-Powered Scheme",0,0,"","","","","",""
1,"Sram, Senior Edificer",0,0,"","","","","",""
1,"Stab Wound",0,0,"","","","","",""
1,"Stadium Vendors",0,0,"","","","","",""
1,"Staff of Nin",0,0,"","","","","",""
1,"Staff of the Flame Magus",0,0,"","","","","",""
1,"Staff of the Letter Magus",0,0,"","","","","",""
1,"Staggering Insight",0,0,"","","","","",""
1,"Stamp of Approval",0,0,"","","","","",""
1,"Star Compass",0,0,"","","","","",""
1,"Star of Extinction",0,0,"","","","","",""
1,"Starfield of Nyx",0,0,"","","","","",""
1,"Starstorm",0,0,"","","","","",""
2,"Stasis Cell",0,0,"","","","","",""
1,"Stasis Snare",0,0,"","","","","",""
3,"Status // Statue",0,0,"","","","","",""
1,"Staunch-Hearted Warrior",0,0,"","","","","",""
1,"Stave Off",0,0,"","","","","",""
2,"Steady Aim",0,0,"","","","","",""
1,"Steady Progress",0,0,"","","","","",""
1,"Steady-Handed Mook",0,0,"","","","","",""
2,"Stealth Mission",0,0,"","","","","",""
1,"Steam-Powered",0,0,"","","","","",""
1,"Steamflogger of the Month",0,0,"","","","","",""
1,"Steamflogger Service Rep",0,0,"","","","","",""
1,"Steamflogger Temp",0,0,"","","","","",""
1,"Steamfloggery",0,0,"","","","","",""
1,"Steel Golem",0,0,"","","","","",""
2,"Steel Hellkite",0,0,"","","","","",""
1,"Steel Leaf Champion",0,0,"","","","","",""
1,"Steel Overseer",0,0,"","","","","",""
1,"Steel Squirrel",0,0,"","","","","",""
1,"Steelform Sliver",0,0,"","","","","",""
1,"Steely Resolve",0,0,"","","","","",""
1,"Stensia Masquerade",0,0,"","","","","",""
4,"Steppe Glider",0,0,"","","","","",""
2,"Sterling Grove",0,0,"","","","","",""
2,"Stifle",0,0,"","","","","",""
3,"Stingerfling Spider",0,0,"","","","","",""
1,"Stinging Scorpion",0,0,"","","","","",""
1,"Stinging Shot",0,0,"","","","","",""
1,"Stingscourger",0,0,"","","","","",""
1,"Stinkdrinker Daredevil",0,0,"","","","","",""
2,"Stinkweed Imp",0,0,"","","","","",""
1,"Stir the Sands",0,0,"","","","","",""
1,"Stirring Wildwood",0,0,"","","","","",""
1,"Stitch in Time",0,0,"","","","","",""
2,"Stitch Together",0,0,"","","","","",""
1,"Stitched Drake",0,0,"","","","","",""
1,"Stitcher's Apprentice",0,0,"","","","","",""
1,"Stitcher's Supplier",0,0,"","","","","",""
1,"Stoic Ephemera",0,0,"","","","","",""
1,"Stolen Identity",0,0,"","","","","",""
1,"Stolen Strategy",0,0,"","","","","",""
10,"Stone Quarry",0,0,"","","","","",""
1,"Stonecloaker",0,0,"","","","","",""
1,"Stoneforge Acolyte",0,0,"","","","","",""
1,"Stonehorn Dignitary",0,0,"","","","","",""
1,"Stoneshock Giant",0,0,"","","","","",""
1,"Stony Strength",0,0,"","","","","",""
1,"Storm Fleet Swashbuckler",0,0,"","","","","",""
1,"Storm Herald",0,0,"","","","","",""
1,"Storm Herd",0,0,"","","","","",""
1,"Storm the Citadel",0,0,"","","","","",""
1,"Storm's Wrath",0,0,"","","","","",""
1,"Stormtide Leviathan",0,0,"","","","","",""
1,"Storrev, Devkarin Lich",0,0,"","","","","",""
2,"Strangling Soot",0,0,"","","","","",""
1,"Strangling Spores",0,0,"","","","","",""
1,"Strata Scythe",0,0,"","","","","",""
2,"Strategic Planning",0,0,"","","","","",""
1,"Stratus Dancer",0,0,"","","","","",""
1,"Stream of Consciousness",0,0,"","","","","",""
1,"Street Riot",0,0,"","","","","",""
2,"Strider Harness",0,0,"","","","","",""
1,"Striking Sliver",0,0,"","","","","",""
1,"Strionic Resonator",0,0,"","","","","",""
1,"Stroke of Genius",0,0,"","","","","",""
1,"Stromkirk Captain",0,0,"","","","","",""
1,"Stromkirk Occultist",0,0,"","","","","",""
1,"Stronghold Biologist",0,0,"","","","","",""
2,"Stronghold Discipline",0,0,"","","","","",""
1,"Stronghold Machinist",0,0,"","","","","",""
2,"Structural Collapse",0,0,"","","","","",""
1,"Struggle // Survive",0,0,"","","","","",""
1,"Stubborn Denial",0,0,"","","","","",""
2,"Stun",0,0,"","","","","",""
1,"Stupefying Touch",0,0,"","","","","",""
1,"Sturmgeist",0,0,"","","","","",""
2,"Subcontract",0,0,"","","","","",""
1,"Sublime Archangel",0,0,"","","","","",""
1,"Sublime Exhalation",0,0,"","","","","",""
4,"Submerged Boneyard",0,0,"","","","","",""
1,"Subtle Strike",0,0,"","","","","",""
1,"Success!",0,0,"","","","","",""
1,"Sudden Shock",0,0,"","","","","",""
1,"Sudden Substitution",0,0,"","","","","",""
4,"Sulfur Falls",0,0,"","","","","",""
2,"Sulfuric Vortex",0,0,"","","","","",""
1,"Sultai Banner",0,0,"","","","","",""
3,"Sultai Charm",0,0,"","","","","",""
1,"Sultai Skullkeeper",0,0,"","","","","",""
1,"Sumala Woodshaper",0,0,"","","","","",""
1,"Summary Judgment",0,0,"","","","","",""
1,"Summon the Pack",0,0,"","","","","",""
1,"Summoning Trap",0,0,"","","","","",""
2,"Sun Titan",0,0,"","","","","",""
2,"Sunbird's Invocation",0,0,"","","","","",""
1,"Sunblade Angel",0,0,"","","","","",""
2,"Sunbond",0,0,"","","","","",""
2,"Suncleanser",0,0,"","","","","",""
1,"Sunder Shaman",0,0,"","","","","",""
2,"Sundering Growth",0,0,"","","","","",""
1,"Sunforger",0,0,"","","","","",""
2,"Sungrass Prairie",0,0,"","","","","",""
1,"Sunhome Guildmage",0,0,"","","","","",""
1,"Sunhome Stalwart",0,0,"","","","","",""
1,"Sunhome, Fortress of the Legion",0,0,"","","","","",""
2,"Sunken Hollow",0,0,"","","","","",""
1,"Sunmane Pegasus",0,0,"","","","","",""
1,"Sunrise Sovereign",0,0,"","","","","",""
1,"Sunscorch Regent",0,0,"","","","","",""
2,"Sunscorched Desert",0,0,"","","","","",""
1,"Sunset Pyramid",0,0,"","","","","",""
1,"Sunstrike Legionnaire",0,0,"","","","","",""
1,"Super-Duper Death Ray",0,0,"","","","","",""
6,"Sure Strike",0,0,"","","","","",""
1,"Surrak Dragonclaw",0,0,"","","","","",""
1,"Surrakar Spellblade",0,0,"","","","","",""
1,"Survey the Wreckage",0,0,"","","","","",""
1,"Surveyor's Scope",0,0,"","","","","",""
5,"Survivors' Encampment",0,0,"","","","","",""
2,"Suspension Field",0,0,"","","","","",""
1,"Suspicious Nanny",0,0,"","","","","",""
1,"Svogthos, the Restless Tomb",0,0,"","","","","",""
1,"Swarm Guildmage",0,0,"","","","","",""
1,"Swarm Intelligence",0,0,"","","","","",""
2,"Swarm of Bloodflies",0,0,"","","","","",""
1,"Swashbuckling",0,0,"","","","","",""
1,"Swathcutter Giant",0,0,"","","","","",""
1,"Swift Reckoning",0,0,"","","","","",""
1,"Swift Spinner",0,0,"","","","","",""
1,"Swift Warden",0,0,"","","","","",""
1,"Swift Warkite",0,0,"","","","","",""
1,"Swiftblade Vindicator",0,0,"","","","","",""
11,"Swiftfoot Boots",0,0,"","","","","",""
3,"Swiftwater Cliffs",0,0,"","","","","",""
3,"Switcheroo",0,0,"","","","","",""
1,"Sword of the Meek",0,0,"","","","","",""
2,"Sword of the Paruns",0,0,"","","","","",""
2,"Sword of Vengeance",0,0,"","","","","",""
1,"Sword-Point Diplomacy",0,0,"","","","","",""
4,"Swords to Plowshares",0,0,"","","","","",""
3,"Sworn Companions",0,0,"","","","","",""
1,"Sygg, River Guide",0,0,"","","","","",""
1,"Sylvan Advocate",0,0,"","","","","",""
2,"Sylvan Awakening",0,0,"","","","","",""
1,"Sylvan Ranger",0,0,"","","","","",""
1,"Sylvan Reclamation",0,0,"","","","","",""
1,"Sylvia Brightspear",0,0,"","","","","",""
1,"Syncopate",0,0,"","","","","",""
1,"Syndicate Messenger",0,0,"","","","","",""
1,"Synod Centurion",0,0,"","","","","",""
1,"Syphon Flesh",0,0,"","","","","",""
3,"Syphon Mind",0,0,"","","","","",""
1,"Syphon Sliver",0,0,"","","","","",""
2,"Syphon Soul",0,0,"","","","","",""
1,"Szadek, Lord of Secrets",0,0,"","","","","",""
1,"Tahngarth, First Mate",0,0,"","","","","",""
1,"Taiga",0,0,"","","","","",""
1,"Taigam, Ojutai Master",0,0,"","","","","",""
1,"Taigam, Sidisi's Hand",0,0,"","","","","",""
1,"Tainted Field",0,0,"","","","","",""
1,"Tainted Strike",0,0,"","","","","",""
1,"Tainted Wood",0,0,"","","","","",""
1,"Tajic, Legion's Edge",0,0,"","","","","",""
1,"Take Down",0,0,"","","","","",""
2,"Take Heart",0,0,"","","","","",""
2,"Take Up Arms",0,0,"","","","","",""
2,"Take Vengeance",0,0,"","","","","",""
1,"Talons of Wildwood",0,0,"","","","","",""
2,"Talrand, Sky Summoner",0,0,"","","","","",""
3,"Tamiyo's Epiphany",0,0,"","","","","",""
1,"Tamiyo, Field Researcher",0,0,"","","","","",""
2,"Tarfire",0,0,"","","","","",""
1,"Tariel, Reckoner of Souls",0,0,"","","","","",""
1,"Tarmogoyf",0,0,"","","","","",""
1,"Tasigur, the Golden Fang",0,0,"","","","","",""
1,"Tatyova, Benthic Druid",0,0,"","","","","",""
1,"Taurean Mauler",0,0,"","","","","",""
1,"Tavern Swindler",0,0,"","","","","",""
1,"Tawnos, Urza's Apprentice",0,0,"","","","","",""
1,"Teacher's Pet",0,0,"","","","","",""
1,"Tectonic Giant",0,0,"","","","","",""
1,"Tectonic Hellion",0,0,"","","","","",""
1,"Tectonic Rift",0,0,"","","","","",""
1,"Teferi's Protection",0,0,"","","","","",""
1,"Teferi's Puzzle Box",0,0,"","","","","",""
3,"Teferi's Time Twist",0,0,"","","","","",""
1,"Teferi, Hero of Dominaria",0,0,"","","","","",""
1,"Teferi, Temporal Archmage",0,0,"","","","","","oversize"
1,"Telepathy",0,0,"","","","","",""
1,"Telim'Tor's Edict",0,0,"","","","","",""
2,"Telling Time",0,0,"","","","","",""
1,"Temmet, Vizier of Naktamun",0,0,"","","","","",""
1,"Tempest Djinn",0,0,"","","","","",""
2,"Temple Altisaur",0,0,"","","","","",""
1,"Temple of Deceit",0,0,"","","","","",""
1,"Temple of Enlightenment",0,0,"","","","","",""
1,"Temple of Malice",0,0,"","","","","",""
1,"Temple of Mystery",0,0,"","","","","",""
1,"Temple of Plenty",0,0,"","","","","",""
1,"Temple of Silence",0,0,"","ELD","","","",""
11,"Temple of the False God",0,0,"","","","","",""
1,"Temple Thief",0,0,"","","","","",""
1,"Tempt with Discovery",0,0,"","","","","",""
1,"Tempt with Glory",0,0,"","","","","",""
1,"Tempt with Reflections",0,0,"","","","","",""
1,"Temur Ascendancy",0,0,"","","","","",""
1,"Temur Banner",0,0,"","","","","",""
1,"Temur Battle Rage",0,0,"","","","","",""
1,"Temur Charm",0,0,"","","","","",""
2,"Tenacious Dead",0,0,"","","","","",""
1,"Tenacity",0,0,"","","","","",""
1,"Teneb, the Harvester",0,0,"","","","","",""
1,"Tenth District Legionnaire",0,0,"","","","","",""
2,"Terastodon",0,0,"","","","","",""
1,"Terminate",0,0,"","","","","",""
2,"Terminus",0,0,"","","","","",""
18,"Terramorphic Expanse",0,0,"","","","","",""
1,"Terrarion",0,0,"","","","","",""
1,"Terrifying Presence",0,0,"","","","","",""
1,"Territorial Boar",0,0,"","","","","",""
2,"Territorial Hellkite",0,0,"","","","","",""
8,"Terror",0,0,"","","","","",""
1,"Teshar, Ancestor's Apostle",0,0,"","","","","",""
2,"Tethmos High Priest",0,0,"","","","","",""
3,"Tetsuko Umezawa, Fugitive",0,0,"","","","","",""
2,"Teyo's Lightshield",0,0,"","","","","",""
2,"Teyo, the Shieldmage",0,0,"","","","","",""
2,"Teysa Karlov",0,0,"","","","","",""
1,"Teysa, Orzhov Scion",0,0,"","GPT","","","",""
2,"Tezzeret's Gambit",0,0,"","","","","",""
1,"Tezzeret's Touch",0,0,"","","","","",""
1,"Thalia's Geistcaller",0,0,"","","","","",""
3,"Thallid Soothsayer",0,0,"","","","","",""
1,"Thantis, the Warweaver",0,0,"","","","","",""
1,"Thassa's Emissary",0,0,"","","","","",""
1,"Thassa's Oracle",0,0,"","","","","",""
1,"Thatcher Revolt",0,0,"","","","","",""
1,"Thaumatic Compass // Spires of Orazca",0,0,"","","","","",""
1,"Thaumaturge's Familiar",0,0,"","","","","",""
1,"The Abyss",0,0,"","","","","",""
1,"The Antiquities War",0,0,"","","","","",""
1,"The Chain Veil",0,0,"","","","","",""
1,"The Countdown Is at One",0,0,"","","","","",""
1,"The Crowd Goes Wild",0,0,"","","","","",""
1,"The Elderspell",0,0,"","","","","",""
2,"The Eldest Reborn",0,0,"","","","","",""
1,"The First Eruption",0,0,"","","","","",""
1,"The Flame of Keld",0,0,"","","","","",""
1,"The Gitrog Monster",0,0,"","","","","",""
1,"The Grand Calcutron",0,0,"","","","","",""
2,"The Mending of Dominaria",0,0,"","","","","",""
1,"The Mimeoplasm",0,0,"","CM2","","","",""
1,"The Mirari Conjecture",0,0,"","","","","",""
1,"The Rack",0,0,"","","","","",""
1,"The Scarab God",0,0,"","","","","",""
1,"The Ur-Dragon",0,0,"","","","","",""
1,"The Wanderer",0,0,"","","","","",""
1,"Theater of Horrors",0,0,"","","","","",""
1,"Thelonite Hermit",0,0,"","","","","",""
3,"Thermo-Alchemist",0,0,"","","","","",""
2,"Thespian's Stage",0,0,"","","","","",""
1,"Thief of Blood",0,0,"","","","","",""
1,"Thieving Amalgam",0,0,"","","","","",""
1,"Thieving Magpie",0,0,"","","","","",""
1,"Thing in the Ice // Awoken Horror",0,0,"","","","","",""
1,"Think Tank",0,0,"","","","","",""
2,"Think Twice",0,0,"","","","","",""
1,"Thirst for Knowledge",0,0,"","","","","",""
1,"Thirst for Meaning",0,0,"","","","","",""
1,"Thopter Arrest",0,0,"","","","","",""
2,"Thopter Assembly",0,0,"","","","","",""
2,"Thopter Engineer",0,0,"","","","","",""
1,"Thopter Foundry",0,0,"","","","","",""
1,"Thopter Spy Network",0,0,"","","","","",""
